loan_amnt,annual_inc,dti,int_rate,installment,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,term_60_months,grade_b,grade_c,grade_d,grade_e,grade_f,grade_g,home_ownership_mortgage,home_ownership_own,home_ownership_rent,verification_status_source_verified,verification_status_verified,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,gender_male,income_level_low,income_level_medium,loan_amount_level_medium,loan_amount_level_small,loan_default,data_split
-0.4623420553045923,-1.0226255305859604,-0.0918022629695158,1.3989882854969002,-0.5982430699192662,-0.3541894869846647,1.6291746045884776,0.6108870418633914,-0.3358111558318982,-0.5292076633303228,-0.0003400889879017,1.3103815511384274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,train
-1.2041204035550068,-0.353238151422597,0.2191485623327267,-1.0216756929411306,-1.2023589751476085,-0.3541894869846647,-0.6513847719133283,0.0862703074387233,1.4162470485084402,-0.7150225738724012,-2.022780612114885,0.0749495418941526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,train
2.594704990821411,0.1822717519080935,0.9425851763012087,0.3964299544271492,1.9831020383312676,-0.3541894869846647,1.6291746045884776,0.0862703074387233,-0.3358111558318982,0.4916305362586895,0.8721640730768209,0.3220359437430076,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,train
2.2537937010709856,0.0124615615619315,1.3179019158788428,0.515445933367019,1.56648632412481,-0.3541894869846647,-0.6513847719133283,1.1355037762880595,-0.3358111558318982,0.6465842014958699,-0.0526099235816407,0.8162087474407175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,train
-0.4902284593741567,0.2492104898244298,-0.1389434959599432,-0.3156486992300381,-0.3639641629293236,-0.3541894869846647,-0.6513847719133283,0.9606315314798368,-0.3358111558318982,-0.4246247299404375,-1.1140896414852663,0.1573116758437709,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,train
-0.5348467058854599,2.0565564135655108,0.0469017494830879,-0.8562636544145317,-0.463340034825222,-0.3541894869846647,-0.6513847719133283,0.4360147970551687,-0.3358111558318982,-0.3032515526014538,-0.8406781989949385,0.980933015339954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,train
-0.9810291709984912,-0.5406666175883388,-0.5686539659111469,-0.5173706974332074,-0.9339400826982762,3.457715305675404,0.4888949163375746,0.9606315314798368,1.4162470485084402,-0.3323431320916654,-0.2013779143484368,0.0749495418941526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,train
-1.1148839105324004,-0.8887480547532877,0.8809389485444961,-0.7856609550434225,-1.095738952838205,-0.3541894869846647,-0.6513847719133283,1.1355037762880595,-0.3358111558318982,-0.4350700745051722,-1.1502764500501628,-0.0897747260050839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,train
-1.0925747872767488,0.9855366069041296,-0.8505948016808185,0.0555197774637932,-1.0330462255894164,0.9164454439020248,0.4888949163375746,0.4360147970551687,6.672421661529454,-0.4640321662528457,0.2006977363726334,0.3220359437430076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,train
-0.5348467058854599,-1.0360132781692275,-0.2640490758191544,1.0883364082640197,-0.2835078540814618,-0.3541894869846647,1.6291746045884776,-0.7880909166023902,-0.3358111558318982,-0.6574436910238222,-0.0847759756393265,-1.2428446012997405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,train
