activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300FGXN1K3HLB1R50,12060,GA,13097.0,13097080405.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,3,1,1,1,1,2,2,2,385000.0,75.0,4.99,-0.162,2,14854.95,,11835.0,10560.0,,360,,,2,2,2,2,515000,1,1,3,5,1,,75.0,44,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,5755,25.84,95700,135.52,1641,1863,25
2022,B4TYDEB6GKMZO031MB27,12060,GA,13121.0,13121011444.0,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,1,1,1,1,2,2,2,1685000.0,80.0,4.125,-1.044,2,8112.0,,1345.0,,,360,,,2,2,2,2,2105000,1,1,3,5,1,,547.0,30%-<36%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,7,,,,,10,,,,3756,31.76,95700,287.22,1496,1573,26
2022,549300Y4BSP3BSFW7J29,12060,GA,13113.0,13113140303.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,4,2,2,1,2,155000.0,89.312,6.25,-0.35,2,,,,,,240,,1,2,1,2,2,715000,1,1,3,5,1,,,37,1,9,2.0,,,,,2.0,,,,,3,3,5.0,,,,,3.0,,,,,3,3,2,1,3,3,45-54,55-64,No,No,1,1,6,,,,,10,,,,4563,25.14,95700,157.42,1469,1810,36
2022,5493008VVXQIDO1EZ460,47580,GA,13153.0,13153021123.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,2,2,2,1,1,2,2,2,195000.0,96.448,4.25,1.739,2,9282.21,,4088.79,2694.79,,360,,,2,2,2,2,205000,1,1,3,5,1,,55.0,50%-60%,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,3,,,,,10,,,,6419,51.13,80900,141.89,1429,1768,17
2022,549300BYOVJ9X6PKXV28,12020,GA,13219.0,13219030300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,305000.0,60.5,4.875,0.529,2,7588.95,,4645.0,,,360,,120,2,2,2,2,495000,1,1,3,5,1,,81.0,42,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,6124,15.14,82300,162.83,1736,2135,28
2022,549300XQVJ1XBNFA5536,99999,GA,13299.0,13299950801.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,105000.0,,8.65,2.255,2,,3445.0,,,,300,,,2,2,2,2,105000,2,1,2,4,1,,124.0,<20%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,6,,,,,10,,,,3151,19.33,64100,81.73,891,1511,29
2022,549300VCMRO4ST680C11,42340,GA,13051.0,13051011104.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,3,31,1,2,2,2,225000.0,106.11,,,3,,,,,,360,,38,2,2,2,2,215000,1,1,3,5,1,,,,7,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,8888,No,,1,2,6,,,,,9,,,,5158,15.74,83400,94.51,1657,2145,29
2022,549300BRJZYHYKT4BJ84,42340,GA,13051.0,13051004207.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,1,1,2,2,2,285000.0,95.0,4.99,-0.152,2,4190.4,,1200.0,,19.81,360,,,2,2,2,2,305000,1,1,3,5,1,,123.0,38,9,2,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,2,1,,,,,10,,,,3833,75.89,83400,59.94,518,936,38
2022,549300FGXN1K3HLB1R50,99999,GA,13261.0,13261950200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,95000.0,93.0,,,3,,,,,,300,,,2,2,2,2,105000,1,1,3,5,1,,26.0,>60%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,3,1,,,,,4,,,,5135,74.16,64100,112.58,1144,2037,43
2022,549300AG64NHILB7ZP05,12060,GA,13121.0,13121010538.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,2,2,2,32,1,2,2,2,215000.0,80.0,3.875,1.473,2,7096.05,,1245.0,,155.0,360,,,2,2,2,2,265000,1,1,3,5,1,,41.0,50%-60%,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,3,,,,,10,,,,3181,83.02,95700,125.85,697,921,33
2022,549300VYK2WBD7SST478,12060,GA,13297.0,13297110102.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,2,2,1,1,125000.0,80.0,4.5,,3,,,,,,36,,1,2,1,1,2,365000,1,1,3,5,1,,,20%-<30%,9,1,4.0,,,,,2.0,,,,,3,2,7.0,,,,,5.0,,,,,3,2,4,1,3,2,8888,35-44,,No,1,1,6,,,,,10,,,,4706,23.91,95700,76.63,1496,1868,27
2022,549300XXIJ7WMGY22535,12060,GA,13151.0,13151070314.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,32,1,2,2,2,155000.0,55.088,5.625,1.665,3,5850.09,,3820.49,2130.49,,360,,,2,2,2,2,375000,1,3,3,5,1,,134.0,30%-<36%,3,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,4122,53.47,95700,108.24,1109,1405,29
2022,549300DD5QQUHO6PCH70,42340,GA,13051.0,13051010704.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,185000.0,59.936,5.125,0.047,2,7352.99,,4893.79,3248.19,224.4,360,,,2,2,2,2,315000,1,1,3,5,1,,73.0,30%-<36%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,2,,,,,10,,,,4260,53.9,83400,151.76,641,1077,12
2022,5493005PKOSG7MYX0B34,12060,GA,13117.0,13117130608.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,1,1,2,2,2,505000.0,56.818,5.25,,3,4485.24,,1299.0,,630.0,360,,,2,2,2,2,885000,1,3,3,5,1,,160.0,45,3,9,2.0,,,,,2.0,,,,,2,2,2.0,21.0,,,,2.0,21.0,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,2.0,,,,10,,,,6573,74.21,95700,164.09,1744,1888,16
2022,549300YJ77JVC6X3BO61,99999,GA,13081.0,13081010201.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,1111,1111,1111,255000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,,Exempt,1111,1111,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,1111,1111,1111,,,,,10,,,,4580,51.62,64100,59.89,875,2528,44
2022,549300L1DBFIJZI8LA40,12060,GA,13067.0,13067031322.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,71,2,2,1,1,2,2,2,185000.0,100.554,5.624,1.522,2,9540.82,,3452.54,472.29,,360,,,2,2,2,2,185000,1,1,3,5,1,,48.0,30%-<36%,2,10,1.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,5129,91.27,95700,68.3,1086,1768,35
2022,5493006VAGP3GQ8FJT49,12060,GA,13247.0,13247060316.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,5,2,1,1,1,2,2,1,245000.0,107.46,7.95,,3,,,,,,12,,,2,1,1,2,355000,1,3,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,1,1,6,,,,,10,,,,4441,82.26,95700,49.34,771,1417,34
2022,T68X8LLAQYRNDV034K14,12060,GA,13057.0,13057090906.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,85000.0,71.81,4.5,-1.64,2,,,,,,300,,12,2,1,2,2,495000,1,1,3,5,1,,247.0,<20%,8,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,6022,25.37,95700,150.6,2043,2346,16
2022,54930091JQKCU3Z6IP44,12060,GA,13121.0,13121007100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,1,1,2,2,1,105000.0,70.0,,,3,,,,,,12,,,2,1,1,2,155000,1,3,3,5,1,,,,9,10,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,1,7.0,,,2267,97.22,95700,33.37,445,874,54
2022,T68X8LLAQYRNDV034K14,12060,GA,13151.0,13151070208.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,255000.0,79.915,5.25,-1.77,2,,,,,,300,,12,2,1,2,2,545000,1,1,3,5,1,,177.0,39,9,8,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4793,36.85,95700,135.18,1107,1381,19
2022,X05BVSK68TQ7YTOSNR22,16860,GA,13047.0,13047030402.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,2,2,35000.0,90.502,,,3,,,,,,,,,2,2,2,2,235000,1,1,3,5,1,,90.0,47,8,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,4,,,,6667,13.42,75200,127.47,1635,2597,33
2022,549300JGK6WNKYXQ0821,12060,GA,13135.0,13135050553.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,32,1,2,2,2,205000.0,49.147,2.375,-0.364,2,2921.0,,1143.75,,,180,,,2,2,2,2,425000,1,1,3,5,1,,,50%-60%,1,3,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,3693,63.12,95700,105.25,1120,1160,25
2022,549300Q3ROEQU3D1IW91,12060,GA,13057.0,13057091107.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Black or African American,Joint,3,0,2,1,1,1,2,2,2,45000.0,86.44,,,3,,,,,,240,,,2,2,2,2,55000,2,1,2,3,1,,47.0,50%-60%,1,9,3.0,,,,,3.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,1,,,,3233,34.67,95700,102.19,1034,1337,26
2022,549300HW662MN1WU8550,42340,GA,13051.0,13051004211.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,235000.0,96.5,4.555,0.224,2,6785.61,,0.0,,17.0,360,,,2,2,2,2,235000,1,1,3,5,1,,73.0,36,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,2.0,,,,10,,,,4852,59.01,83400,89.51,1231,1787,49
2022,DX0JX77PRMOELF7VG772,99999,GA,13031.0,13031110201.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,65000.0,79.609,4.69,-0.08,2,,,,,,360,,1,2,2,1,2,545000,1,1,3,5,1,,170.0,20%-<30%,8,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,6,,,,,10,,,,3995,48.26,64100,138.14,1161,1603,32
2022,549300HW662MN1WU8550,12060,GA,13121.0,13121000201.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,1,1,2,2,2,195000.0,96.5,6.677,0.644,2,7201.31,,1055.0,,0.5,360,,,2,2,2,2,205000,1,1,3,5,1,,105.0,30%-<36%,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,35-44,9999,No,,2,1,1,,,,,10,,,,2751,19.99,95700,243.63,734,657,48
2022,5493000BR75YQF0VQC27,42340,GA,13103.0,13103030205.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,2,1,1,2,2,2,195000.0,96.5,5.25,1.257,2,8551.97,,2760.46,1465.46,,360,,,2,2,2,2,195000,1,1,3,5,1,,52.0,46,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,55-64,65-74,Yes,Yes,1,1,3,,,,,10,,,,3517,31.11,83400,88.6,1026,1661,29
2022,549300FGXN1K3HLB1R50,99999,GA,13157.0,13157010706.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,32,1,2,2,2,395000.0,72.48,4.5,-0.478,2,15299.95,,13430.0,9480.0,,360,,,2,2,2,2,545000,1,1,3,5,1,,82.0,37,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,3786,24.33,64100,136.23,827,1200,26
2022,5493003GQDUH26DNNH17,12060,GA,13121.0,13121010220.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,32,2,2,1,2,155000.0,74.981,6.75,0.61,2,,,,,,480,,1,2,2,2,2,995000,1,1,3,5,1,,179.0,46,1,1,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,5,,,,,10,,,,4717,28.01,95700,178.72,1293,1334,38
2022,549300D4ZYLSQ5LMTV35,12060,GA,13117.0,13117130609.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,71,2,1,1,1,2,2,2,605000.0,95.0,4.875,-0.069,2,4888.26,,1420.0,,1755.0,360,,,2,2,2,2,645000,1,1,3,5,1,,171.0,41,3,10,2.0,,,,,5.0,,,,,2,4,2.0,21.0,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,2,,,,,10,,,,6898,59.81,95700,170.74,1602,1891,15
2022,549300FGXN1K3HLB1R50,99999,GA,13281.0,13281960200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,85000.0,37.0,2.99,0.301,2,5762.7,,3695.0,2445.0,,360,,,2,2,2,2,225000,1,1,3,5,1,,32.0,30%-<36%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,3158,7.16,64100,107.78,1345,2691,31
2022,549300LBCBNR1OT00651,99999,GA,13039.0,13039010603.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,1,1,2,2,2,345000.0,95.0,3.5,0.45,2,10365.39,,2162.54,2162.54,,360,,,2,2,2,2,365000,1,1,3,5,1,,93.0,50%-60%,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,2785,19.64,64100,89.89,929,1261,53
2022,549300XWUSRVVOHPRY47,12060,GA,13135.0,13135050630.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,1,1,2,2,2,355000.0,95.0,5.99,0.702,2,11237.25,,8081.25,3063.75,,360,,,2,2,2,2,375000,1,1,3,5,1,,124.0,20%-<30%,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4748,56.7,95700,137.85,931,1231,19
2022,549300CB67L6KPJLHE19,99999,GA,13009.0,13009970400.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Black or African American,Female,3,0,2,1,1,1,2,2,2,135000.0,,,,3,,,,,,300,,,2,2,2,2,145000,2,1,2,1,1,,30.0,>60%,1,10,3.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,9,1.0,,,4120,53.28,64100,132.95,975,1927,45
2022,549300R0SXC1JU7ZU290,16860,GA,13047.0,13047030304.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,2,1,1,2,2,2,255000.0,96.5,7.375,1.577,2,10649.95,,3686.52,2411.52,,360,,,2,2,2,2,265000,1,1,3,5,1,,123.0,38,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3683,9.58,75200,103.78,1078,1305,20
2022,DX0JX77PRMOELF7VG772,99999,GA,13031.0,13031110201.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,75000.0,74.811,6.4,0.39,2,,,,,,360,,1,2,1,1,2,235000,1,1,3,5,1,,123.0,20%-<30%,8,9,2.0,,,,,2.0,,,,,3,3,5.0,,,,,5.0,,,,,3,3,1,2,3,3,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3995,48.26,64100,138.14,1161,1603,32
2022,549300UI36AJZ0WZ4U93,12060,GA,13117.0,13117130601.0,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,665000.0,80.0,3.5,0.086,2,10272.42,,6615.92,5016.92,3500.0,360,,,2,2,2,2,835000,1,1,3,5,1,,180.0,41,3,9,1.0,14.0,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,55-64,45-54,Yes,No,1,1,6,,,,,10,,,,6646,59.66,95700,118.79,1494,1955,14
2022,5493006VAGP3GQ8FJT49,12060,GA,13247.0,13247060312.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,5,2,1,1,1,2,2,1,395000.0,112.49,9.45,,3,,,,,,12,,,2,1,1,2,585000,1,3,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,1,1,6,,,,,10,,,,4104,83.5,95700,113.37,960,1101,24
2022,B4TYDEB6GKMZO031MB27,12060,GA,13117.0,13117130304.0,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,1,1,2,2,2,705000.0,80.0,3.25,-0.286,2,10811.69,,6458.69,3733.69,,360,,,2,2,2,2,875000,1,1,3,5,1,,353.0,20%-<30%,1,9,2.0,,,,,2.0,,,,,2,2,2.0,21.0,,,,2.0,21.0,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,7,,,,,10,,,,6811,38.57,95700,181.87,1729,1929,21
2022,5493003GQDUH26DNNH17,12060,GA,13097.0,13097080403.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,175000.0,71.097,5.625,0.577,2,3623.48,,2002.5,2002.5,,360,,,2,2,2,2,255000,1,1,3,5,1,,61.0,42,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4658,46.24,95700,100.24,1417,1667,19
2022,549300FGXN1K3HLB1R50,12060,GA,13217.0,13217100902.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,32,1,2,2,2,245000.0,86.23,4.625,-0.082,2,18014.62,,8021.87,6941.37,,360,,,2,2,2,2,285000,1,1,3,5,1,,118.0,20%-<30%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,1,,,,,10,,,,6097,65.02,95700,70.86,1623,2281,24
2022,549300FGXN1K3HLB1R50,12060,GA,13063.0,13063040623.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,2,1,32,1,2,2,2,175000.0,80.0,4.5,0.837,2,7140.95,,5087.5,4812.5,,360,,,2,2,2,2,225000,1,1,3,5,1,,82.0,30%-<36%,2,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,5873,91.93,95700,68.67,1149,1948,28
2022,549300AG64NHILB7ZP05,12060,GA,13067.0,13067031005.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,2,1,1,1,2,2,2,355000.0,80.0,4.99,-0.036,2,13180.66,,10877.72,9982.72,,360,,,2,2,2,2,445000,1,1,3,5,1,,64.0,44,2,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,<25,9999,No,,1,1,1,,,,,10,,,,5537,80.84,95700,88.38,1211,1736,40
2022,549300FGXN1K3HLB1R50,12060,GA,13067.0,13067031004.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,4,1,2,2,2,175000.0,60.32,5.125,0.759,2,8444.37,,4373.25,,,360,,,2,2,2,2,285000,1,1,3,5,1,,38.0,48,2,10,1.0,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,2,1,3,,,,,10,,,,8711,84.71,95700,51.07,1015,2030,47
2022,549300FGXN1K3HLB1R50,12060,GA,13067.0,13067030369.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,31,1,2,2,2,155000.0,29.0,2.99,0.126,2,5088.45,,4345.0,4345.0,,360,,,2,2,2,2,555000,1,1,3,5,1,,31.0,41,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,3662,26.46,95700,208.36,1111,1111,32
2022,549300121SF0K2LN2804,12060,GA,13097.0,13097080507.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,185000.0,94.0,4.625,1.056,2,3581.5,,1255.0,,,360,,,2,2,2,2,195000,1,1,3,5,1,,34.0,43,3,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,3766,48.99,95700,110.15,1130,1448,28
2022,549300FGXN1K3HLB1R50,12060,GA,13121.0,13121000501.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,1,1,2,2,2,345000.0,93.0,,,3,,,,,,360,,84,2,2,2,2,375000,1,1,3,5,1,,157.0,49,3,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,2,2,2,>74,65-74,Yes,Yes,1,3,1,,,,,6,,,,4281,57.88,95700,230.04,855,556,20
2022,5493000BR75YQF0VQC27,99999,GA,13311.0,13311950206.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,305000.0,100.0,4.625,0.81,2,1150.0,,500.0,772.5,,360,,,2,2,2,2,305000,1,1,3,5,1,,97.0,20%-<30%,2,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4604,18.27,64100,98.26,1088,1562,23
